color1,color2,color3,color4,color5,color6,color7,color8,AT&T,Amazon,Apple,DocuSign,Intuit,Linkedin,Microsoft,Netflix,Paypal,Walmart,Xerox,Zoom,eFax,url_len,tld_char_score
5581178,6828168,16444892,4136281,15907712,14303060,5187448,12598838,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1.2357037174830239
920587,1845554,10261901,16579578,7167312,3021349,7904951,4938854,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1.527974121947992
2974283,2380351,13800021,11483434,14177600,12002862,16249581,2959137,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.28770835900179137
1513238,16106314,13084014,1580605,15721676,7690823,5331055,13819630,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.7528018683098301
328965,6004970,16514043,2039842,4606284,10329501,6184542,13032947,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.6599959798856078
16184562,12033421,14607339,8868681,9741497,12083035,4873850,15656937,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1.6399569638267417
16711422,5063748,10788253,2249404,14804982,12475993,8297176,4944585,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0.7033925691504866
16446956,11706241,10924970,10923439,8675403,12699331,6646387,1581100,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.2720591135354526
16711422,328965,263059,10658466,6184542,14803440,8098012,6710717,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.36930745846777313
14606046,11051674,12408394,7496275,3419692,8555156,9477193,9669775,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.6124508615895515
16645628,1776411,14508349,6842472,10461087,16710910,16645630,16645886,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1.4357965191436681
16447993,13539434,6908008,16045152,1911645,15461873,9279666,4412042,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1.335085011277878
4473924,12237498,13035340,15263976,460551,6101110,11115437,123,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0.7847550659608726
16711422,9737622,13622257,7253067,394758,9549958,10592673,7631989,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2.2505263628895915
16579836,4363413,1719400,14541031,13278835,4612225,9610678,7560528,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2.791850113304219
65536,15791092,10721680,3696776,15328478,7316937,1450541,9263679,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1.0737568895668281
15072745,0,12265756,10004635,6121311,2172194,13669508,14538178,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1.7129476344500196
16711422,3764703,14277857,6382696,9083580,2105636,4014147,15066854,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2.0662021704647042
16711165,10503991,3218701,11246474,5523231,9864281,14870499,1443851,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.5614924378736829
16711422,16185336,2105634,263172,9872563,4351941,5529710,11184547,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.8978276987365957
16579836,4891781,15132905,14474974,4542810,11186098,9486491,4097651,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.5517013382294855
16711422,328965,6250335,10461087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.7646244996786145
16645629,3173810,3815994,11615282,10394780,14017264,8102863,4817600,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0.9525908052611903
16711422,16119543,6382696,3699167,10199209,13193023,2171429,8083025,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2.7881915959224672
15790837,6590699,861005,4092135,16710907,3951772,15638648,16107632,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.7676397772542929
16579835,7560660,6839120,12425353,5005134,2629144,10763846,12292256,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.493731058430006
1579032,16645113,7496870,5722509,3812724,9279674,13949930,6965620,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.5625850304165433
16711422,3621971,16119544,7974840,1976108,15915865,14847579,15356233,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1.5635221339905852
1447446,15464622,10329754,6316126,6377423,1447702,13623174,15197431,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1.1460542439305175
1512465,987670,16711422,1317141,1445906,15348515,10113614,10984603,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1.5161844042065518
2829099,465029,16579836,9412794,5397622,15067122,9473936,5921370,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.24648665297751238
16710904,4212050,1654909,531806,14607851,7315139,11182990,7631727,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.678999542487873
15000804,5068384,7103842,2041391,3547679,6775653,2563873,5846062,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1.7774885259483655
15789289,14382894,2368032,1192594,6710112,15593556,3953792,4341821,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1.6994672676004028
15922164,1052680,16579320,1909289,12557456,1318413,7101259,5265762,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.3843649626560846
6710112,6316391,16711422,6841960,2633782,2630947,2566954,4408901,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2.1967104055355455
12637669,16513011,14388040,7385558,9066553,7122238,4807543,15194978,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.5756404008976679
16711422,1973795,2380680,9936551,3765449,14212579,10592673,2302755,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2.1120625697970907
16645629,2313863,10724259,14213097,328965,7368816,9345978,11713235,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1.0384331796856534
16711422,11324500,4957274,7321715,14544866,10539951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1.6773909065129442
15856632,16711422,2369325,10527398,6185319,9211020,5735623,3948100,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.9612233040630135
16711422,6470392,15067628,4805719,12303291,3028538,14277338,10987688,0,0,0,0,0,0,0,0,0,0,0,0,0,76,3.7673217187662837
16711422,263172,6710886,10395294,329173,123,14869234,6382024,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.7734241887688018
16381939,7429443,3352593,12230261,4610941,14147043,8036541,5784859,0,0,0,0,0,0,1,0,0,0,0,0,0,16,0.951318960308854
15987699,10331022,5587521,4487610,12243842,13950698,7970507,3289650,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1.6572421294457425
16514041,2697512,5986900,10525588,1315873,2239261,9673394,5593960,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.2883451369975034
2960159,16448248,7364158,12100214,3494750,4868900,9736271,13880454,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1.1908813372137836
16711422,3565292,5873653,12315386,1388987,2246095,16318205,10270706,0,0,0,0,0,0,0,0,0,0,0,0,0,76,3.4735289119098915
16579578,2365715,7231301,11704708,1840408,1776676,4809852,8820661,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1.247097797082106
16645371,11049621,5791592,9542566,7036764,6642526,10590106,3684667,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1.8046876182106497
14277860,15657189,14605533,3173832,10656136,1912919,8888509,7566195,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0.6969113919070554
16513785,15462131,8150343,12231313,12295852,2430735,10132919,12630226,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.2353909512482656
1251364,12360325,15722206,8279620,3087638,14738410,4808053,8821950,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.8147611768952038
16711422,2910018,3289650,10592673,6184542,14608353,9285272,6656116,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0.7075562414705241
131585,16513785,11247762,8080688,15858425,14412015,9360105,9023941,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1.233500834771277
16711414,460551,10460572,6578272,123,7672844,658129,3702563,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.6557648719349524
1515836,16711422,5527142,1842204,9342606,7642559,14804200,6250335,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1.4270091204547422
16711422,65793,10197915,6316128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2.017415700835235
16382457,16317179,65793,7648870,11378064,2236966,8874329,16513017,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1.4295882773799558
16645629,3370911,0,923453,7381476,5006813,6381921,12577014,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1.3138679635061075
16711421,14543827,3956543,9878658,328965,10596736,14869996,9805498,0,0,0,0,0,0,1,0,0,0,0,0,0,17,0.9407156545795967
13272663,13328449,16645114,13386801,14988703,14793373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1.7475096636057703
15856113,15856370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1.4394742379624097
16448250,8421504,5463658,8624304,5594968,6775386,3422784,2432799,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.9563879558700649
12102037,16316148,328708,12791364,9676734,7166794,5002331,2699319,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1.1314888228678082
16119285,5287255,3355443,14151164,6997876,14545375,9034893,5151197,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.8973246716433114
16711422,16185336,263172,6300578,10658466,6447714,10982333,7097997,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1.3447695947917226
16645629,2964041,5594987,5921370,328965,13338473,7574714,14541285,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.35478932975713273
16711422,328965,10263708,6250335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.7405590907062503
15922165,16711422,4816364,6210153,65793,10002610,6710887,14742498,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.9232783247588722
16579572,15397367,3093046,16251128,6134243,5268605,3882820,13472351,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1.6780699015284897
15000545,11246482,3490631,15061727,12750252,12440549,2169368,7560791,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.4520493478535837
5076647,16511973,13088658,5472435,14738666,15780459,8688559,15659504,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.9080018392546555
1906710,16049881,11771531,4341310,7428427,2168602,15396075,8471369,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1.1337375402038423
16579579,4017561,2438009,14870510,14191699,8887741,5861041,1713473,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.5645088198537629
16382459,3289650,1909292,10462123,5135734,14736598,10920346,5592147,0,0,1,0,0,0,0,0,0,0,0,0,0,38,1.5933983949570842
16711165,2894376,5816205,13014390,5924471,16112467,8362672,7297614,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.2086727573418106
15987435,1973532,6116173,11965053,985869,920848,14343923,729988,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.3190733883788504
16711422,131586,6316128,10461087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.276901046657652
16711422,15792125,3692167,5471935,13997166,5395026,8888517,11321049,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.6959297799886514
16711422,460551,228,10329501,6908265,14803707,5460972,10855925,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2.862619938044771
16579835,1316377,6921414,1840657,15291221,2428690,7035983,8765885,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1.3491027751915656
10231572,16711165,0,13339268,10959408,12149081,14463148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.24325691643909278
16579836,465728,6274788,14280172,10526880,6908265,5662079,2236962,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1.2585911337181777
16645112,15134191,2974649,6511436,2312529,9744034,4224451,12160890,0,0,0,0,0,0,0,0,0,0,0,0,0,60,4.427108559606638
16316406,16052979,15658993,15856626,5394254,10920346,16044627,9803159,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1.4246134673698527
16711422,3949132,3685961,657930,1059923,11087945,7171437,14409442,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1.679172192076976
16711422,15725301,4215672,15033159,16109406,3635699,9609919,11773600,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1.257163436463599
16777215,15856371,201002,9738917,4739685,7254405,13689560,3292497,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.3830782880011407
16711422,5617133,6710886,10395293,15349314,13885934,3815222,4552111,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.5972455366374282
1448229,16711422,2234143,4478569,2629145,5336423,6511185,3749727,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1.618638117911713
15922165,16711422,3631333,5022036,394758,10659502,2829100,6579301,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.9468937965020171
16514043,4485284,10265771,14278370,15349286,3833893,14937312,9221248,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.7714420070221177
16579836,990017,7710673,3629201,13164014,1653362,263172,4883644,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.4900444180537572
16514043,3764703,12032131,5526612,1250067,14278896,4087465,15491895,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2.4062020603715806
16711422,15988215,2369581,6646643,9871791,4293701,3369424,15593711,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.1587644873264051
16645629,16449020,2249200,16579580,14740983,3233202,8954052,10789276,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2.7563666527870465
16514043,13951214,2434341,7183047,5986134,2369840,4155291,11773074,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1.684202920540658
0,16579836,6447714,10395294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.9395769648204244
16645367,3027253,16251128,14936557,6330848,5792106,3882820,13406817,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1.6780699015284897
15461872,16711422,3503291,7299166,8953532,10394780,3894766,5087340,0,0,0,0,1,0,0,0,0,0,0,0,0,24,1.40975364280065
16711422,16250872,6776679,10592673,5156014,7124920,15201524,10474195,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2.114905061344927
2171694,2892585,2301457,7887164,11708286,15129797,2173475,8166347,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1.4593593613749125
16316664,11122908,14015981,8755903,394758,10921637,6645093,4086951,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1.5858918963467001
16645369,15463402,2634803,7298643,1249294,7646067,11312013,5332566,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.264510182772323
16645629,3821449,7216158,7298636,2892827,1448486,11246472,2235935,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.8328889579448749
16711422,16378446,197379,990245,15461869,6250073,10526871,2236192,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1.4012199676217143
16579836,4145741,460551,11250603,6184542,14540513,10132900,4825749,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.5596159703725802
16711422,11911379,14936047,2634562,9937846,5003111,16316921,7700365,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.2517053471813782
16711422,328965,10592673,6250335,13622257,7253067,9803158,9025661,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0.6198934010460107
15526627,14344920,14278371,14539740,2909616,2303273,11580069,10268611,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1.0297266474304072
16711422,10829886,1315860,10298659,11572886,4419965,12998485,14148324,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1.6117284230138826
16711422,7434350,2445375,3496032,1514528,4417104,5288076,2628889,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1.1648471585048463
16711422,657929,9189988,1249042,986642,6511191,10853528,7155021,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1.6103214108339505
16711422,2496531,1447229,6837571,1650473,7294676,3352973,6562193,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1.5475613709391165
16250607,723466,15450341,11642261,7432037,8407647,12228017,16050273,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1.6914667205886305
16711422,3037589,727587,2112108,8234947,11247238,7300693,3762269,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1.4837205974050485
3238821,6132962,16052716,1582125,12638438,3767013,2960169,10985874,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1.394543510845482
15856113,15856370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1.4394742379624097
2828588,1450811,8610118,15065820,3497602,11179895,14278888,3746840,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0.9308866671192433
16645371,2105636,14607082,4351941,1773837,7560267,11313563,9740475,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1.1197209309679845
16711422,1515052,15856630,4545909,9282744,4417732,4811594,1182985,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.8978276987365957
2901948,1979562,4218061,8097496,16711422,15264503,15091252,7817868,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.3638010041273372
16711422,9081759,4882935,14475236,16382714,10926561,7763574,10395294,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2.111787896134378
16579835,16448506,16382716,6645092,6579557,2237737,16513787,6316388,0,0,0,0,0,0,1,0,0,0,0,0,0,16,0.6518684050427521
16711422,4019076,3093860,6499641,6262756,5056312,2565196,8408620,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.41590549102611435
16645629,9020857,131586,12297339,6905179,14541800,5074317,2371158,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.718406221597216
7122649,16514043,3620687,11654632,131586,7566195,10263708,4277387,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1.2274159080547817
16711422,3834421,5131853,15660273,16579324,10461331,1719081,9873821,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1.2776515040719347
2174518,3826794,6666685,7493745,2901839,5385822,3417403,9400977,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1.6418268033735506
16645629,2645421,15133425,9215422,11184548,16054006,6453930,16711166,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1.9767463555443867
16711422,328965,10263708,6250335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.7405590907062503
16711422,1842204,597300,8891319,5075846,13229027,15909710,11051928,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.7748061869064713
3027253,16579318,4803922,3883076,13981509,11185843,14540769,13539727,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2.4754796756175095
16645629,15067886,3426403,8428477,1447953,6710347,2368807,10788243,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2.01013032117515
662582,16579835,7822581,15307070,4543080,460294,8039124,14803186,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.1649531392799362
15724528,16711422,4023949,9344670,16119542,2962231,11780302,5669040,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1.119117422643184
16514043,3764703,12097667,5460819,14147568,789516,4087465,8493260,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2.0951355116216863
16645369,2830927,16186104,16110047,14871538,15520898,3833040,11510163,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2.5058316739237685
15856113,15856370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1.4394742379624097
16119285,3834047,10658466,14279145,8429251,328965,6052956,4752830,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1.9502956735228785
16579836,15988215,65793,15197157,6118492,16382714,10657177,2564900,0,1,0,0,0,0,0,0,0,0,0,0,0,26,1.6478633698537317
15198183,6184542,10526880,5805768,3700916,4228803,13753831,16053749,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3.247636651946224
15444308,7448035,12494835,11634861,1181956,9789403,8998954,12702693,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2.2858420990395723
16645629,16053750,9485398,4284300,4351774,9018816,9277841,7969857,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.3298203823296804
16579834,14543858,5849662,2961976,12752254,4743320,4526347,15725810,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.2516157141338948
16316664,5419179,3898765,3289650,5347988,2910306,14610158,11250087,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2.9334934388195197
16711422,7763574,2303272,13884396,10198173,5987679,7253067,14211800,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.95499137592827
16645629,2964041,5594987,5921370,263172,13207659,7706041,14541285,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1.547840774102514
16645629,1188403,1048836,1050117,3301502,8474703,10657952,13752283,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2.7234684538066425
16711164,3570639,1973790,15974098,15002353,15389055,6051410,11771275,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0.7587503985682643
16645629,6117720,2500133,16041291,11185060,11674758,11768123,4956619,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1.9250728284063368
15856113,15856370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1.4394742379624097
16579578,16382712,16316923,6645091,6513508,16447994,6579556,2303530,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0.8823784208180833
15922165,16711422,3565284,6210153,131586,10463158,10469873,6645094,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1.0536467904959483
15398651,16513006,6593507,11446178,1382179,3286306,14871270,5201265,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.5337238185392641
16711422,3174335,15463161,1447446,7971796,6974058,16645886,10329501,0,0,0,0,0,0,1,0,0,0,0,0,0,60,3.623141893193892
16711422,10919833,3091241,6444880,3371741,14344425,8368034,8822471,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2.448751073219192
16711422,15068400,65793,3166857,462622,13404256,16383484,8495814,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2.037872970271769
14242901,16711422,15987961,9710644,1775727,789516,7098187,7480619,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1.2712339686059604
16711165,4216465,14474981,9608375,10966078,6452389,2175593,7841113,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1.0472858765449984
16579836,15724786,3764447,7179733,6909042,14111040,2894194,15843139,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1.8977942473882787
16645629,4356151,10527913,7119436,14608348,7630182,9482376,2040359,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1.5944201603326882
15658727,15133679,6774858,2435634,5001044,3415829,11378307,1119508,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1.4092755906514658
16579576,3101347,14212056,5789784,13621989,9870259,11376825,15714404,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1.380761628252367
16711422,15561264,10398381,14015195,15988213,12174020,16101773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1.7609082647236045
16184819,13669477,4021114,9412152,13288874,7499824,1452866,8755886,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.4339535532305675
1645857,1907481,16711422,8026489,1579803,3694673,986383,4693862,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.7067815311191517
16185078,5130311,3235756,3947322,14540765,15354919,14343653,3355706,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1.7708870032166186
15201272,16513007,9878228,6249820,1448481,10657177,5856874,1117967,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1.1870548978026383
16448250,15527674,394758,2706339,10855588,16382714,16174982,9345983,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.793073975508401
16711422,15067371,9476000,3684924,5396319,11579568,14803682,328965,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2.8024093081750685
16053751,16579578,2103316,8737092,1449515,4284278,11771270,2627359,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.4676341772224591
16645372,16251386,6771789,2235932,12687474,3482149,9321024,7970475,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5150217186340662
16645629,11708061,8234703,4031719,3891094,14345197,8345170,460293,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1.979300343214715
16053492,3105963,6906977,13886963,11903365,8167369,1710618,15989754,0,0,0,0,0,0,1,0,0,0,0,0,0,18,1.787351668820616
1184278,1972502,16118254,7035470,8822197,11116177,1514008,5593443,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1.5457258951620332
16711422,2844099,14476789,11702911,6775649,3355442,8036057,2500391,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2.796582748957305
16645372,14474728,9477562,5528950,2369070,7498847,11247509,14933215,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1.464723285963287
16579835,12244720,7650548,15785055,13936211,4271901,1257097,9197093,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1.1439947957453862
16711422,5933806,6378835,4684003,11249314,2565927,13784132,14345209,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1.981861162320877
16711165,3372751,15199734,3239869,9722708,3803275,11040428,7577048,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0.3022723317467313
16054005,16645629,6513507,2237219,3684408,11119530,6447971,10263708,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1.501375669440379
16448249,12276529,12165492,11595691,11063534,13590330,3289650,8955579,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1.4298614844192474
16448249,3365499,15922676,15264751,6601377,8303304,13541757,15781713,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1.470309659278954
8796026,6695310,5776788,16711165,11101323,2819908,4627556,1185351,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1.6486628259988385
15856113,15658993,15790577,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,1.4394742379624097
3410179,16711422,15123920,15222077,12621186,7608590,8409669,12686233,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.9394624764376331
1708814,1119519,1904662,7883321,16711422,856334,4674659,4802598,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1.323811966182475
16514043,3764703,12097667,5395026,14147568,789516,4087465,8493261,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2.1692283943564274
16711422,15453047,1118481,5723213,11247760,13817308,3368108,10848320,0,1,0,0,0,0,0,0,0,0,0,0,0,20,1.0326440694908143
16711422,14806000,3698912,6514025,15053138,7967431,4474181,2171429,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1.9274052452116393
16645629,925977,2960428,4068891,15451214,9539984,4736837,4735812,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1.2516519207338812
16645628,14344939,3891600,3355443,4226119,1785977,9740206,10986653,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1.6398762250107943
15987699,4929916,131586,12726382,4206954,15846224,4890413,14868966,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.48516690457811185
16711422,5063748,10854046,2249404,14739445,12475993,8165591,4944328,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.9214663720984213
460551,12398909,12358789,15787228,11899039,8346962,9084863,11300449,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1.6161444240995548
16711422,526344,10461087,6381921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0.7833009212625206
1908514,16052716,4007951,7558979,4615327,12165254,7748704,3352622,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1.5214062074097454
15856113,15856370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1.4394742379624097
16711422,1966788,5882730,2302755,1777192,10526880,14149357,6381921,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0.9352008950566418
16448250,1118224,6840926,2171949,11442314,6317422,8236996,8827194,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.6403604112478253
15657700,920844,12670070,2297616,5665637,1119513,6509642,11707542,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1.7873325109852256
2302755,11509134,8149576,15910731,10787999,15459538,7392892,9936039,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1.2135308160361742
16711422,15593714,1579032,1982590,16185335,2975940,15420967,1776928,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2.2466761476022614
